iso3,year,crisis_next_12m,banking_crisis_next_12m,currency_crisis_next_12m,debt_crisis_next_12m,crisis_any,banking_crisis,currency_crisis,debt_crisis,inflation,gdp_growth,unemployment,fed_funds_rate,real_interest_rate_10y
AGO,1960.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,3.21,
AGO,1961.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,1.95,
AGO,1962.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,2.71,
AGO,1963.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,3.18,
AGO,1964.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,3.5,
AGO,1965.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,4.08,
AGO,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,5.11,
AGO,1967.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,4.22,
AGO,1968.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,5.66,
AGO,1969.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,8.21,
AGO,1970.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,7.17,
AGO,1971.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,4.67,
AGO,1972.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,4.44,
AGO,1973.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,8.74,
AGO,1974.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,10.51,
AGO,1975.0,1.0,0.0,0.0,1.0,0,0,0,0,,,,5.82,
AGO,1976.0,0.0,0.0,0.0,0.0,1,0,0,1,,,,5.05,
AGO,1977.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,5.54,
AGO,1978.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,7.94,
AGO,1979.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,11.2,
AGO,1980.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,13.35,
AGO,1981.0,0.0,0.0,0.0,0.0,0,0,0,0,,-4.40000121865036,,16.39,
AGO,1982.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,,12.24,6.9346889958333335
AGO,1983.0,0.0,0.0,0.0,0.0,0,0,0,0,,4.20000142853753,,9.09,5.888257380833333
AGO,1984.0,1.0,0.0,0.0,1.0,0,0,0,0,,6.00000216509056,14.2,10.23,6.6373992374999995
AGO,1985.0,1.0,0.0,0.0,1.0,1,0,0,1,,3.49999949008608,14.9,8.1,5.660392525833333
AGO,1986.0,1.0,0.0,0.0,1.0,1,0,0,1,,2.90000174246853,18.9,6.8,4.048303089166667
AGO,1987.0,1.0,0.0,0.0,1.0,1,0,0,1,,4.08274863510731,,6.66,4.218014031666667
AGO,1988.0,1.0,0.0,0.0,1.0,1,0,0,1,,6.12889047765088,,7.57,4.452901190833333
AGO,1989.0,1.0,0.0,0.0,1.0,1,0,0,1,,0.0416214618373516,,9.21,4.4047298725
AGO,1990.0,1.0,0.0,0.0,1.0,1,0,0,1,,-3.45009868500237,,8.1,4.3208969375
AGO,1991.0,1.0,1.0,0.0,1.0,1,0,0,1,83.7837837837838,0.991359302044742,,5.69,3.9339278958333335
AGO,1992.0,1.0,1.0,0.0,1.0,1,1,0,1,299.509803921569,-5.83828073313154,,3.52,3.38244437
AGO,1993.0,1.0,1.0,0.0,1.0,1,1,0,1,1378.52760736196,-23.9834174420578,,3.02,2.7144275875
AGO,1994.0,1.0,1.0,0.0,1.0,1,1,0,1,949.792531120332,1.33936343648007,,4.21,3.5351682466666667
AGO,1995.0,1.0,1.0,0.0,1.0,1,1,0,1,2666.45059288538,15.0000000288633,,5.83,3.3100514933333334
AGO,1996.0,1.0,1.0,0.0,1.0,1,1,0,1,4145.10598220638,13.5443697551025,,5.3,3.1400511850000004
AGO,1997.0,1.0,1.0,0.0,1.0,1,1,0,1,219.176721172974,7.27427735460373,,5.46,3.1993348166666666
AGO,1998.0,1.0,0.0,0.0,1.0,1,1,0,1,107.284821528298,4.69114645093552,,5.35,2.626002385
AGO,1999.0,1.0,0.0,0.0,1.0,1,0,0,1,248.195902412868,2.18148971840462,,4.97,2.8869701641666663
AGO,2000.0,1.0,0.0,0.0,1.0,1,0,0,1,324.996871601321,3.05462423430785,,6.24,3.1165892308333336
AGO,2001.0,1.0,0.0,0.0,1.0,1,0,0,1,152.561022469299,4.20599855619506,,3.88,2.237447555
AGO,2002.0,1.0,0.0,0.0,1.0,1,0,0,1,108.897436089429,13.6656887608562,,1.67,2.0336032691666666
AGO,2003.0,0.0,0.0,0.0,0.0,1,0,0,1,98.2241436573304,3.48731240097521,,1.13,1.4457960183333334
AGO,2004.0,0.0,0.0,0.0,0.0,0,0,0,0,43.5421067519687,11.4198633904585,23.643,1.35,1.7008579225
AGO,2005.0,0.0,0.0,0.0,0.0,0,0,0,0,22.953513851394,14.1547775343954,,3.22,1.8895054916666665
AGO,2006.0,0.0,0.0,0.0,0.0,0,0,0,0,13.3052101780032,11.8418178757044,,4.97,2.2836022075
AGO,2007.0,0.0,0.0,0.0,0.0,0,0,0,0,12.2514974459487,13.0026889457975,,5.02,2.0393217333333333
AGO,2008.0,0.0,0.0,0.0,0.0,0,0,0,0,12.4758291326398,10.7866360496581,,1.92,1.3017102483333334
AGO,2009.0,0.0,0.0,0.0,0.0,0,0,0,0,13.7302839288408,1.99558909788963,3.782,0.16,1.0468915
AGO,2010.0,0.0,0.0,0.0,0.0,0,0,0,0,14.4696564932577,5.29366572819954,9.43,0.18,0.8691600608333333
AGO,2011.0,0.0,0.0,0.0,0.0,0,0,0,0,13.4824679218511,3.59386960240222,16.77,0.1,0.5260605291666667
AGO,2012.0,0.0,0.0,0.0,0.0,0,0,0,0,10.2779049218839,8.50312283866612,,0.14,-0.01324946166666667
AGO,2013.0,0.0,0.0,0.0,0.0,0,0,0,0,8.77781429332624,4.88306129688392,,0.11,0.28784369083333333
AGO,2014.0,0.0,0.0,0.0,0.0,0,0,0,0,7.28038730361121,4.65572356315585,9.579,0.09,0.61196865
AGO,2015.0,0.0,0.0,0.0,0.0,0,0,0,0,9.35597215533784,0.763177710914789,,0.13,0.5890241975
ARG,1960.0,1.0,0.0,0.0,1.0,1,0,0,1,,,,3.21,
ARG,1961.0,1.0,0.0,0.0,1.0,1,0,0,1,,5.42784287621933,,1.95,
ARG,1962.0,1.0,0.0,0.0,1.0,1,0,0,1,,-0.852021521903339,,2.71,
ARG,1963.0,1.0,0.0,0.0,1.0,1,0,0,1,,-5.30819682539126,,3.18,
ARG,1964.0,1.0,0.0,0.0,1.0,1,0,0,1,,10.1302976615431,,3.5,
ARG,1965.0,0.0,0.0,0.0,0.0,1,0,0,1,,10.5694333376394,,4.08,
ARG,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,,-0.659726170629824,,5.11,
ARG,1967.0,0.0,0.0,0.0,0.0,0,0,0,0,,3.19199662339177,,4.22,
ARG,1968.0,0.0,0.0,0.0,0.0,0,0,0,0,,4.82250077932424,,5.66,
ARG,1969.0,0.0,0.0,0.0,0.0,0,0,0,0,,9.67952601078326,,8.21,
ARG,1970.0,0.0,0.0,0.0,0.0,0,0,0,0,,3.04564331917115,4.8,7.17,
ARG,1971.0,0.0,0.0,0.0,0.0,0,0,0,0,,5.65813108184925,6.0,4.67,
ARG,1972.0,0.0,0.0,0.0,0.0,0,0,0,0,,1.62841651825939,6.6,4.44,
ARG,1973.0,0.0,0.0,0.0,0.0,0,0,0,0,,2.81175403849035,5.6,8.74,
ARG,1974.0,0.0,0.0,0.0,0.0,0,0,0,0,,5.5338043957736,3.4,10.51,
ARG,1975.0,0.0,0.0,0.0,0.0,0,0,0,0,,-0.0284121037110907,2.3,5.82,
ARG,1976.0,0.0,0.0,0.0,0.0,0,0,0,0,,-2.01825151683394,4.5,5.05,
ARG,1977.0,0.0,0.0,0.0,0.0,0,0,0,0,,6.93414775653342,2.8,5.54,
ARG,1978.0,0.0,0.0,0.0,0.0,0,0,0,0,,-4.50612480201359,2.8,7.94,
ARG,1979.0,1.0,1.0,0.0,0.0,0,0,0,0,,10.2227634638681,2.0,11.2,
ARG,1980.0,1.0,1.0,0.0,0.0,1,1,0,0,,1.51878394990179,2.3,13.35,
ARG,1981.0,1.0,1.0,0.0,1.0,1,1,0,0,,-5.18978914135593,4.5,16.39,
ARG,1982.0,1.0,0.0,0.0,1.0,1,1,0,1,,-0.735659159103619,4.73,12.24,6.9346889958333335
ARG,1983.0,1.0,0.0,0.0,1.0,1,0,0,1,,4.34909327926756,4.17,9.09,5.888257380833333
ARG,1984.0,1.0,0.0,0.0,1.0,1,0,0,1,,1.57073870182023,3.54,10.23,6.6373992374999995
ARG,1985.0,1.0,0.0,0.0,1.0,1,0,0,1,,-5.18902435343904,5.3,8.1,5.660392525833333
ARG,1986.0,1.0,0.0,0.0,1.0,1,0,0,1,,6.15337706275693,4.4,6.8,4.048303089166667
ARG,1987.0,1.0,0.0,0.0,1.0,1,0,0,1,,2.70486882770558,5.3,6.66,4.218014031666667
ARG,1988.0,1.0,1.0,0.0,1.0,1,0,0,1,,-1.08993334133791,6.0,7.57,4.452901190833333
ARG,1989.0,1.0,1.0,0.0,1.0,1,1,0,1,,-7.15694965597953,7.3,9.21,4.4047298725
ARG,1990.0,1.0,0.0,0.0,1.0,1,1,0,1,,-2.46721377810472,7.06,8.1,4.3208969375
ARG,1991.0,1.0,0.0,0.0,1.0,1,0,0,1,,9.13311056738961,5.44,5.69,3.9339278958333335
ARG,1992.0,1.0,0.0,0.0,1.0,1,0,0,1,,7.93729155643076,6.36,3.52,3.38244437
ARG,1993.0,0.0,0.0,0.0,0.0,1,0,0,1,,8.20697907221228,10.1,3.02,2.7144275875
ARG,1994.0,1.0,1.0,0.0,0.0,0,0,0,0,,5.83620070368526,11.76,4.21,3.5351682466666667
ARG,1995.0,1.0,1.0,0.0,0.0,1,1,0,0,,-2.84520961057079,18.8,5.83,3.3100514933333334
ARG,1996.0,0.0,0.0,0.0,0.0,1,1,0,0,,5.52668982715234,17.11,5.3,3.1400511850000004
ARG,1997.0,0.0,0.0,0.0,0.0,0,0,0,0,,8.1110467707457,14.82,5.46,3.1993348166666666
ARG,1998.0,0.0,0.0,0.0,0.0,0,0,0,0,,3.85017885156228,12.65,5.35,2.626002385
ARG,1999.0,0.0,0.0,0.0,0.0,0,0,0,0,,-3.38545704063269,14.05,4.97,2.8869701641666663
ARG,2000.0,1.0,1.0,0.0,1.0,0,0,0,0,,-0.78899893905691,15.0,6.24,3.1165892308333336
ARG,2001.0,1.0,1.0,0.0,1.0,1,1,0,1,,-4.40883968258557,17.32,3.88,2.237447555
ARG,2002.0,1.0,1.0,0.0,1.0,1,1,0,1,,-10.8944848285903,19.59,1.67,2.0336032691666666
ARG,2003.0,1.0,0.0,0.0,1.0,1,1,0,1,,8.83704079576924,15.36,1.13,1.4457960183333334
ARG,2004.0,1.0,0.0,0.0,1.0,1,0,0,1,,9.02957330068152,13.522,1.35,1.7008579225
ARG,2005.0,0.0,0.0,0.0,0.0,1,0,0,1,,8.85165992013437,11.506,3.22,1.8895054916666665
ARG,2006.0,0.0,0.0,0.0,0.0,0,0,0,0,,8.04715150043027,10.078,4.97,2.2836022075
ARG,2007.0,0.0,0.0,0.0,0.0,0,0,0,0,,9.00765087504757,8.47,5.02,2.0393217333333333
ARG,2008.0,0.0,0.0,0.0,0.0,0,0,0,0,,4.05723310346406,7.837,1.92,1.3017102483333334
ARG,2009.0,0.0,0.0,0.0,0.0,0,0,0,0,,-5.91852507634947,8.645,0.16,1.0468915
ARG,2010.0,0.0,0.0,0.0,0.0,0,0,0,0,,10.1253981561002,7.714,0.18,0.8691600608333333
ARG,2011.0,0.0,0.0,0.0,0.0,0,0,0,0,,6.00395169280579,7.18,0.1,0.5260605291666667
ARG,2012.0,0.0,0.0,0.0,0.0,0,0,0,0,,-1.0264204544321,7.217,0.14,-0.01324946166666667
ARG,2013.0,1.0,0.0,0.0,1.0,0,0,0,0,,2.40532378079436,7.1,0.11,0.28784369083333333
ARG,2014.0,1.0,0.0,0.0,1.0,1,0,0,1,,-2.51261532081394,7.268,0.09,0.61196865
ARG,2015.0,1.0,0.0,0.0,1.0,1,0,0,1,,2.73115982828944,,0.13,0.5890241975
AUS,1960.0,0.0,0.0,0.0,0.0,0,0,0,0,3.72881355932203,,,3.21,
AUS,1961.0,0.0,0.0,0.0,0.0,0,0,0,0,2.28758169934641,2.48085739405019,,1.95,
AUS,1962.0,0.0,0.0,0.0,0.0,0,0,0,0,-0.319488817891379,1.29693177230521,,2.71,
AUS,1963.0,0.0,0.0,0.0,0.0,0,0,0,0,0.641025641025652,6.21437634985244,,3.18,
AUS,1964.0,0.0,0.0,0.0,0.0,0,0,0,0,2.86624203821656,6.97757189326991,,3.5,
AUS,1965.0,0.0,0.0,0.0,0.0,0,0,0,0,3.40557275541795,5.97750537090864,,4.08,
AUS,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,3.29341317365269,2.3810335009272,,5.11,
AUS,1967.0,0.0,0.0,0.0,0.0,0,0,0,0,3.47826086956522,6.30689948609215,,4.22,
AUS,1968.0,0.0,0.0,0.0,0.0,0,0,0,0,2.52100840336134,5.09512980987455,,5.66,
AUS,1969.0,0.0,0.0,0.0,0.0,0,0,0,0,3.27868852459016,7.04760243224727,,8.21,
AUS,1970.0,0.0,0.0,0.0,0.0,0,0,0,0,3.43915343915341,7.17469983682571,,7.17,
AUS,1971.0,0.0,0.0,0.0,0.0,0,0,0,0,6.13810741687984,4.0009865700372,,4.67,
AUS,1972.0,0.0,0.0,0.0,0.0,0,0,0,0,6.02409638554213,3.90697856876663,,4.44,
AUS,1973.0,0.0,0.0,0.0,0.0,0,0,0,0,9.09090909090915,2.6185458738897,,8.74,
AUS,1974.0,0.0,0.0,0.0,0.0,0,0,0,0,15.4166666666666,4.10661101328289,,10.51,
AUS,1975.0,0.0,0.0,0.0,0.0,0,0,0,0,15.1624548736462,1.33870055771159,,5.82,
AUS,1976.0,0.0,0.0,0.0,0.0,0,0,0,0,13.3228840125392,2.58782205117312,,5.05,
AUS,1977.0,0.0,0.0,0.0,0.0,0,0,0,0,12.3098201936376,3.59237581967973,,5.54,
AUS,1978.0,0.0,0.0,0.0,0.0,0,0,0,0,8.0049261083744,0.895363440295682,,7.94,
AUS,1979.0,0.0,0.0,0.0,0.0,0,0,0,0,9.12200684150515,4.05155094854514,6.265,11.2,
AUS,1980.0,0.0,0.0,0.0,0.0,0,0,0,0,10.1358411703239,3.03453508064058,6.105,13.35,
AUS,1981.0,0.0,0.0,0.0,0.0,0,0,0,0,9.48766603415561,3.34242019351289,5.784,16.39,
AUS,1982.0,0.0,0.0,0.0,0.0,0,0,0,0,11.3518197573657,3.32864998005238,7.163,12.24,6.9346889958333335
AUS,1983.0,0.0,0.0,0.0,0.0,0,0,0,0,10.0389105058366,-2.22582353017135,9.961,9.09,5.888257380833333
AUS,1984.0,0.0,0.0,0.0,0.0,0,0,0,0,3.96039603960396,4.5644786594345,8.987,10.23,6.6373992374999995
AUS,1985.0,0.0,0.0,0.0,0.0,0,0,0,0,6.734693877551,5.28169814609451,8.258,8.1,5.660392525833333
AUS,1986.0,0.0,0.0,0.0,0.0,0,0,0,0,9.05035054174634,3.96976309787884,8.081,6.8,4.048303089166667
AUS,1987.0,0.0,0.0,0.0,0.0,0,0,0,0,8.53302162478083,2.5567680273608,8.106,6.66,4.218014031666667
AUS,1988.0,1.0,1.0,0.0,0.0,0,0,0,0,7.21593968766828,5.76137011855324,7.226,7.57,4.452901190833333
AUS,1989.0,1.0,1.0,0.0,0.0,1,1,0,0,7.53390256152688,3.87901779350344,6.175,9.21,4.4047298725
AUS,1990.0,1.0,1.0,0.0,0.0,1,1,0,0,7.33302195235872,3.57297569098456,6.926,8.1,4.3208969375
AUS,1991.0,1.0,1.0,0.0,0.0,1,1,0,0,3.17667536988685,-0.384631357046658,9.579,5.69,3.9339278958333335
AUS,1992.0,0.0,0.0,0.0,0.0,1,1,0,0,1.01223112610714,0.433065864126704,10.729,3.52,3.38244437
AUS,1993.0,0.0,0.0,0.0,0.0,0,0,0,0,1.75365344467641,4.04583374101011,10.874,3.02,2.7144275875
AUS,1994.0,0.0,0.0,0.0,0.0,0,0,0,0,1.96963479688141,3.97884434177331,9.719,4.21,3.5351682466666667
AUS,1995.0,0.0,0.0,0.0,0.0,0,0,0,0,4.62776659959759,3.89017188961647,8.469,5.83,3.3100514933333334
AUS,1996.0,0.0,0.0,0.0,0.0,0,0,0,0,2.61538461538461,3.86567479160071,8.506,5.3,3.1400511850000004
AUS,1997.0,0.0,0.0,0.0,0.0,0,0,0,0,0.224887556221887,3.91795814771731,8.362,5.46,3.1993348166666666
AUS,1998.0,0.0,0.0,0.0,0.0,0,0,0,0,0.860134629768142,4.67681373479508,7.676,5.35,2.626002385
AUS,1999.0,0.0,0.0,0.0,0.0,0,0,0,0,1.48312940304041,5.02822035850596,6.872,4.97,2.8869701641666663
AUS,2000.0,0.0,0.0,0.0,0.0,0,0,0,0,4.45743514797224,3.9160574881715,6.283,6.24,3.1165892308333336
AUS,2001.0,0.0,0.0,0.0,0.0,0,0,0,0,4.40713536201469,2.03145880248898,6.742,3.88,2.237447555
AUS,2002.0,0.0,0.0,0.0,0.0,0,0,0,0,2.98157453936348,3.94980535772942,6.368,1.67,2.0336032691666666
AUS,2003.0,0.0,0.0,0.0,0.0,0,0,0,0,2.73259596616786,3.0912800997751,5.929,1.13,1.4457960183333334
AUS,2004.0,0.0,0.0,0.0,0.0,0,0,0,0,2.34325522482583,4.21894147547516,5.395,1.35,1.7008579225
AUS,2005.0,0.0,0.0,0.0,0.0,0,0,0,0,2.69183168316832,3.15548121323168,5.032,3.22,1.8895054916666665
AUS,2006.0,0.0,0.0,0.0,0.0,0,0,0,0,3.55528773727026,2.7709261737475,4.782,4.97,2.2836022075
AUS,2007.0,0.0,0.0,0.0,0.0,0,0,0,0,2.32761128891476,3.78947119882653,4.377,5.02,2.0393217333333333
AUS,2008.0,0.0,0.0,0.0,0.0,0,0,0,0,4.35029854990048,3.62398503565633,4.234,1.92,1.3017102483333334
AUS,2009.0,0.0,0.0,0.0,0.0,0,0,0,0,1.77111716621254,1.95484826298522,5.561,0.16,1.0468915
AUS,2010.0,0.0,0.0,0.0,0.0,0,0,0,0,2.91834002677376,2.21004795300735,5.211,0.18,0.8691600608333333
AUS,2011.0,0.0,0.0,0.0,0.0,0,0,0,0,3.3038501560874,2.39473494330615,5.081,0.1,0.5260605291666667
AUS,2012.0,0.0,0.0,0.0,0.0,0,0,0,0,1.76278015613196,3.95247138119184,5.224,0.14,-0.01324946166666667
AUS,2013.0,0.0,0.0,0.0,0.0,0,0,0,0,2.4498886414254,2.65445302592404,5.662,0.11,0.28784369083333333
AUS,2014.0,0.0,0.0,0.0,0.0,0,0,0,0,2.48792270531404,2.60118978187332,6.077,0.09,0.61196865
AUS,2015.0,0.0,0.0,0.0,0.0,0,0,0,0,1.50836672165921,2.16434780647852,6.054,0.13,0.5890241975
AUT,1960.0,0.0,0.0,0.0,0.0,0,0,0,0,1.94574935198645,,,3.21,
AUT,1961.0,0.0,0.0,0.0,0.0,0,0,0,0,3.54223986727557,5.53797931684521,,1.95,
AUT,1962.0,0.0,0.0,0.0,0.0,0,0,0,0,4.38179863851178,2.64867511295262,,2.71,
AUT,1963.0,0.0,0.0,0.0,0.0,0,0,0,0,2.70876699499833,4.13826758157036,,3.18,
AUT,1964.0,0.0,0.0,0.0,0.0,0,0,0,0,3.86856354936629,6.12435373762845,,3.5,
AUT,1965.0,0.0,0.0,0.0,0.0,0,0,0,0,4.93091637676269,3.48017491799546,,4.08,
AUT,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,2.05482059257987,5.64286141093314,,5.11,
AUT,1967.0,0.0,0.0,0.0,0.0,0,0,0,0,3.97467292898832,3.00804779775473,,4.22,
AUT,1968.0,0.0,0.0,0.0,0.0,0,0,0,0,2.76486447339768,4.47231278246069,,5.66,
AUT,1969.0,0.0,0.0,0.0,0.0,0,0,0,0,3.08040419539532,6.27586716606976,2.8,8.21,
AUT,1970.0,0.0,0.0,0.0,0.0,0,0,0,0,4.37282441582139,7.12287550213442,2.4,7.17,
AUT,1971.0,0.0,0.0,0.0,0.0,0,0,0,0,4.70425813828696,5.11496844003607,1.5,4.67,
AUT,1972.0,0.0,0.0,0.0,0.0,0,0,0,0,6.35514612686787,6.20786057271572,1.3,4.44,
AUT,1973.0,0.0,0.0,0.0,0.0,0,0,0,0,7.53107803827116,4.89043598428583,1.2,8.74,
AUT,1974.0,0.0,0.0,0.0,0.0,0,0,0,0,9.52178819742238,3.94213819626765,1.3,10.51,
AUT,1975.0,0.0,0.0,0.0,0.0,0,0,0,0,8.44525863917974,-0.363735781670002,2.0,5.82,
AUT,1976.0,0.0,0.0,0.0,0.0,0,0,0,0,7.31868545106923,4.57844491490252,2.0,5.05,
AUT,1977.0,0.0,0.0,0.0,0.0,0,0,0,0,5.49461568127666,5.0799812066944,1.8,5.54,
AUT,1978.0,0.0,0.0,0.0,0.0,0,0,0,0,3.57431857551221,-0.21065365212003,2.1,7.94,
AUT,1979.0,0.0,0.0,0.0,0.0,0,0,0,0,3.7074009635341,5.35669993923946,2.0,11.2,
AUT,1980.0,0.0,0.0,0.0,0.0,0,0,0,0,6.32832536226101,1.731485495966,1.9,13.35,
AUT,1981.0,0.0,0.0,0.0,0.0,0,0,0,0,6.80304177599257,-0.144294731083647,2.06,16.39,
AUT,1982.0,0.0,0.0,0.0,0.0,0,0,0,0,5.43603082512847,2.01125455462991,3.35,12.24,6.9346889958333335
AUT,1983.0,0.0,0.0,0.0,0.0,0,0,0,0,3.33916453409534,2.97308783817583,4.11,9.09,5.888257380833333
AUT,1984.0,0.0,0.0,0.0,0.0,0,0,0,0,5.66318573909351,0.0512751573205321,3.8,10.23,6.6373992374999995
AUT,1985.0,0.0,0.0,0.0,0.0,0,0,0,0,3.18951681805193,2.49867884980837,3.6,8.1,5.660392525833333
AUT,1986.0,0.0,0.0,0.0,0.0,0,0,0,0,1.70544456731973,2.30139279474186,3.12,6.8,4.048303089166667
AUT,1987.0,0.0,0.0,0.0,0.0,0,0,0,0,1.4019527178397,1.35716799468845,3.79,6.66,4.218014031666667
AUT,1988.0,0.0,0.0,0.0,0.0,0,0,0,0,1.91571684671258,3.2958798164712,3.55,7.57,4.452901190833333
AUT,1989.0,0.0,0.0,0.0,0.0,0,0,0,0,2.56834829029372,3.88707478685015,3.14,9.21,4.4047298725
AUT,1990.0,0.0,0.0,0.0,0.0,0,0,0,0,3.26187231878578,4.34564183768971,3.25,8.1,4.3208969375
AUT,1991.0,0.0,0.0,0.0,0.0,0,0,0,0,3.33742703474788,3.44162748808654,3.42,5.69,3.9339278958333335
AUT,1992.0,0.0,0.0,0.0,0.0,0,0,0,0,4.02084780038557,2.0935244262602,3.59,3.52,3.38244437
AUT,1993.0,0.0,0.0,0.0,0.0,0,0,0,0,3.63178524943176,0.526809769496765,4.25,3.02,2.7144275875
AUT,1994.0,0.0,0.0,0.0,0.0,0,0,0,0,2.95340936761079,2.40211843259056,3.582,4.21,3.5351682466666667
AUT,1995.0,0.0,0.0,0.0,0.0,0,0,0,0,2.24336631500905,2.66798388882503,4.345,5.83,3.3100514933333334
AUT,1996.0,0.0,0.0,0.0,0.0,0,0,0,0,1.86097115760433,2.21576713087359,5.282,5.3,3.1400511850000004
AUT,1997.0,0.0,0.0,0.0,0.0,0,0,0,0,1.30597857227693,2.1458350552646,5.15,5.46,3.1993348166666666
AUT,1998.0,0.0,0.0,0.0,0.0,0,0,0,0,0.922467196680799,3.49288002962309,5.483,5.35,2.626002385
AUT,1999.0,0.0,0.0,0.0,0.0,0,0,0,0,0.568993765885568,3.76192435190464,4.699,4.97,2.8869701641666663
AUT,2000.0,0.0,0.0,0.0,0.0,0,0,0,0,2.34486285357282,3.18952292988787,4.687,6.24,3.1165892308333336
AUT,2001.0,0.0,0.0,0.0,0.0,0,0,0,0,2.65000077279528,1.31698749571339,4.007,3.88,2.237447555
AUT,2002.0,0.0,0.0,0.0,0.0,0,0,0,0,1.81035787764127,1.48436877605324,4.852,1.67,2.0336032691666666
AUT,2003.0,0.0,0.0,0.0,0.0,0,0,0,0,1.35555370896452,1.14156504542775,4.779,1.13,1.4457960183333334
AUT,2004.0,0.0,0.0,0.0,0.0,0,0,0,0,2.06120618032862,2.56525534067859,5.969,1.35,1.7008579225
AUT,2005.0,0.0,0.0,0.0,0.0,0,0,0,0,2.29913785639285,2.32036514266782,5.682,3.22,1.8895054916666665
AUT,2006.0,0.0,0.0,0.0,0.0,0,0,0,0,1.4415485111902,3.26933601506059,5.32,4.97,2.2836022075
AUT,2007.0,1.0,1.0,0.0,0.0,0,0,0,0,2.16855528800749,3.77522468729185,4.909,5.02,2.0393217333333333
AUT,2008.0,1.0,1.0,0.0,0.0,1,1,0,0,3.21595033239886,1.45330562142114,4.198,1.92,1.3017102483333334
AUT,2009.0,1.0,1.0,0.0,0.0,1,1,0,0,0.506308827696515,-3.58626472551299,5.371,0.16,1.0468915
AUT,2010.0,1.0,1.0,0.0,0.0,1,1,0,0,1.81353438995062,1.80898243043663,4.883,0.18,0.8691600608333333
AUT,2011.0,0.0,0.0,0.0,0.0,1,1,0,0,3.2865791487538,2.92746800169145,4.637,0.1,0.5260605291666667
AUT,2012.0,0.0,0.0,0.0,0.0,0,0,0,0,2.48567562177015,0.628246239479637,4.909,0.14,-0.01324946166666667
AUT,2013.0,0.0,0.0,0.0,0.0,0,0,0,0,2.00015616900597,-0.250726423318454,5.367,0.11,0.28784369083333333
AUT,2014.0,0.0,0.0,0.0,0.0,0,0,0,0,1.60581182954474,0.755798850316665,5.674,0.09,0.61196865
AUT,2015.0,0.0,0.0,0.0,0.0,0,0,0,0,0.89656333526032,1.30352331826198,5.802,0.13,0.5890241975
BEL,1960.0,0.0,0.0,0.0,0.0,0,0,0,0,0.299467254769695,,,3.21,
BEL,1961.0,0.0,0.0,0.0,0.0,0,0,0,0,0.992676260767339,4.97842306319178,,1.95,
BEL,1962.0,0.0,0.0,0.0,0.0,0,0,0,0,1.40460703543514,5.21200350925544,,2.71,
BEL,1963.0,0.0,0.0,0.0,0.0,0,0,0,0,2.14800341332202,4.3515842816704,,3.18,
BEL,1964.0,0.0,0.0,0.0,0.0,0,0,0,0,4.1687605856437,6.95668473344091,,3.5,
BEL,1965.0,0.0,0.0,0.0,0.0,0,0,0,0,4.06520137474643,3.56065983986007,,4.08,
BEL,1966.0,0.0,0.0,0.0,0.0,0,0,0,0,4.17434761852995,3.15589498173456,,5.11,
BEL,1967.0,0.0,0.0,0.0,0.0,0,0,0,0,2.73030268590907,3.86814694690048,,4.22,
BEL,1968.0,0.0,0.0,0.0,0.0,0,0,0,0,2.70144982931349,4.19412962494732,,5.66,
BEL,1969.0,0.0,0.0,0.0,0.0,0,0,0,0,3.75399229053284,6.62979979529493,,8.21,
BEL,1970.0,0.0,0.0,0.0,0.0,0,0,0,0,3.9084723847191,6.35267211404256,,7.17,
BEL,1971.0,0.0,0.0,0.0,0.0,0,0,0,0,4.34362854612092,3.98582719666759,2.1,4.67,
BEL,1972.0,0.0,0.0,0.0,0.0,0,0,0,0,5.44843128438085,5.29560467072521,2.7,4.44,
BEL,1973.0,0.0,0.0,0.0,0.0,0,0,0,0,6.95528008719914,6.38170179993882,2.8,8.74,
BEL,1974.0,0.0,0.0,0.0,0.0,0,0,0,0,12.6778877513452,4.56525850850306,3.0,10.51,
BEL,1975.0,0.0,0.0,0.0,0.0,0,0,0,0,12.7681985920515,-1.96594188277651,5.1,5.82,
BEL,1976.0,0.0,0.0,0.0,0.0,0,0,0,0,9.06860981054968,5.65274606308233,6.5,5.05,
