date,Interest_Rate,Inflation,GDP,Unemployment,Ind_Prod,sp500
2022-01-01,0.08,282.39,21903.85,4.0,101.2146,4573.815454101563
2022-02-01,0.08,284.535,21903.85,3.8,101.8458,4435.980494449013
2022-03-01,0.2,287.553,21903.85,3.6,102.6732,4391.265264096467
2022-04-01,0.33,288.764,21919.222,3.7,102.9024,4391.29599609375
2022-05-01,0.77,291.359,21919.222,3.6,102.9659,4040.3600027901784
2022-06-01,1.21,294.996,21919.222,3.6,102.8224,3898.9466843377977
2022-07-01,1.68,294.977,22066.784,3.5,103.0505,3911.7294921875
2022-08-01,2.33,295.209,22066.784,3.6,103.1703,4158.563083814538
2022-09-01,2.56,296.341,22066.784,3.5,103.5326,3850.5204961867557
2022-10-01,3.08,297.863,22249.459,3.6,103.4442,3726.050955636161
2022-11-01,3.78,298.648,22249.459,3.6,103.1058,3917.488595145089
2022-12-01,4.1,298.812,22249.459,3.5,101.8266,3912.3809523809523
2023-01-01,4.33,300.356,22403.435,3.4,102.7476,3960.656530761719
2023-02-01,4.57,301.509,22403.435,3.6,102.8003,4079.6847245065787
2023-03-01,4.65,301.744,22403.435,3.5,102.8143,3968.5591457201085
2023-04-01,4.83,303.032,22539.418,3.4,103.2241,4121.467362253289
2023-05-01,5.06,303.365,22539.418,3.7,102.9809,4146.1731955788355
2023-06-01,5.08,304.003,22539.418,3.6,102.3809,4345.372837611607
2023-07-01,5.12,304.628,22780.933,3.5,103.0722,4508.07548828125
2023-08-01,5.33,306.187,22780.933,3.8,103.0951,4457.358674422554
2023-09-01,5.33,307.288,22780.933,3.8,103.3081,4409.094995117188
2023-10-01,5.33,307.531,22960.6,3.8,102.5781,4269.400945490057
2023-11-01,5.33,308.024,22960.6,3.7,102.8868,4460.063313802083
2023-12-01,5.33,308.742,22960.6,3.7,102.6309,4685.051489257812
2024-01-01,5.33,309.685,23053.545,3.7,101.483,4804.491513206845
2024-02-01,5.33,311.054,23053.545,3.9,102.7267,5011.96142578125
2024-03-01,5.33,312.23,23053.545,3.8,102.5186,5170.572485351562
2024-04-01,5.33,313.207,23223.906,3.9,102.3568,5112.492742365057
2024-05-01,5.33,313.225,23223.906,4.0,102.9797,5235.225497159091
2024-06-01,5.33,313.049,23223.906,4.1,103.2768,5415.140496504934
2024-07-01,5.33,313.534,23386.248,4.3,102.5381,5538.004572088068
2024-08-01,5.33,314.121,23386.248,4.2,103.0449,5478.214577414773
2024-09-01,5.13,314.686,23386.248,4.1,102.5497,5621.26044921875
2024-10-01,4.83,315.454,23386.248,4.1,102.2805,5792.319548233696
